Approved Symbol	Entrez Gene ID
MRPS31P2	341757
MRPS31P5	100887750
TATDN2P1	100131103
TATDN2P2	100272205
TATDN2P3	100420458
MORF4L1P4	100420030
MORF4L1P6	
MORF4L1P7	100130637
SDAD1P3	
SDAD1P4	100419955
TULP3P1	100128017
DGKZP1	400126
PRDX3P1	100419031
PRDX3P2	100128092
PRDX3P3	100128902
PPIAP23	390419
PPIAP24	122335
PPIAP25	647085
PPIAP26	121981
CNOT4P1	100874389
SSR1P1	100420476
SSR1P2	100131189
HMGB1P44	100130279
C13orf41~withdrawn	
HMGB1P45	100129919
LIPT1P1	100131188
HMGB1P46	100419978
HMGB1P47	
HMGB1P48	100128639
HMGB1P49	100420013
HMGB3P6	729952
PHBP5	
PHBP6	
PHBP7	548599
PHBP8	100418804
PHBP9	100289414
PHBP10	100418815
PHBP11	644214
PHBP12	100418820
PHBP13	100418843
PHBP14	
PHBP15	
HMGB3P7	100420033
HMGB3P8	100506039
HMGB3P9	
HMGB3P10	100129320
HMGB3P11	644442
HMGB3P12	
HMGB3P13	100289158
HMGB3P14	
HMGB3P15	644429
HMGB3P16	
HMGB3P17	100419948
HMGB3P18	644502
HMGB3P19	729635
HMGB3P20	442661
HMGB3P21	
HMGB3P22	729595
HMGB3P23	100288563
HMGB3P24	646993
HMGB3P25	
HMGB3P26	100130405
HMGB3P27	441795
HMGB3P28	100131036
HMGB3P29	100420015
SNRPGP3	
SNRPGP4	100130368
SNRPGP5	
SNRPGP6	
SNRPGP7	
SNRPGP8	
SNRPGP9	100506574
SNRPGP10	100130289
SNRPGP11	
SNRPGP12	100874427
SNRPGP13	100874428
HMGB3P30	203510
HMGB3P31	392545
HMGB3P32	100507549
HMGN1P4	100036575
DNAJA1P1	100129308
DNAJA1P2	100131207
DNAJA1P3	644588
DNAJA1P4	728614
DNAJA1P5	94236
DNAJA1P6	100421542
ELL2P1	646270
ELL2P2	100421143
ELL2P3	100533713
ELL2P4	100128690
HMGN1P5	
HMGN1P6	
HMGN1P7	100129555
HMGN1P8	
HMGN1P9	
HMGN1P10	
IPMKP1	401730
HMGN1P11	644534
HMGN1P12	
HMGN1P13	
HMGN1P14	
HMGN1P15	
HMGN1P16	
HMGN1P17	
HMGN1P18	
HMGN1P19	
HMGN1P20	
HMGN1P21	728325
HMGN1P22	
HMGN1P23	
HMGN1P24	
HMGN1P25	100507124
HMGN1P26	100128015
HMGN1P27	
HMGN1P28	
HMGN1P29	100885865
HMGN1P30	100132992
HMGN1P31	728111
HMGN1P32	
HMGN1P33	
HMGN1P34	
HMGN1P35	
HMGN1P36	728851
HMGN2P17	100113373
HMGN2P18	648822
HMGN2P19	
HMGN2P20	646049
HMGN2P21	
HMGN2P22	
HMGN2P23	
HMGN2P24	729505
IPPKP1	
UBE2D3P4	100131800
HMGN2P25	729687
HMGN2P26	
HMGN2P27	
HMGN2P28	100128372
HMGN2P29	100874472
HMGN2P30	100131183
HMGN2P31	645930
ASNSP3	100423061
ASNSP4	100419423
ASNSP5	100873794
RPL35P9	
HMGN2P32	
HMGN2P33	100874474
HMGN2P34	
HMGN2P35	
HMGN2P36	
HMGN2P37	
HMGN2P38	100874482
HMGN2P39	
HMGN2P40	100874484
HMGN2P41	729564
HMGN2P42	100874485
HMGN2P43	
HMGN2P44	
HMGN2P45	
SRSF1P1	100128625
BASP1P1	646201
NDUFA12P1	100527945
RFESDP1	100129167
HMGN1P37	728776
HMGN1P38	643790
LDHAL6CP	121498
GNRHR2P1	404718
KRT18P54	100418792
PRPS1P1	
GMPSP1	728564
UGT2A3P7	100422023
EBLN1	340900
ARPC3P2	391160
ARPC3P3	729494
PRSS56	646960
ARPC3P4	100421973
ARPC3P5	441131
DYT21	
DFNB96	
TLE1P1	645381
FHP1	
ZDHHC4P1	100420920
MOCS3P2	100420520
HNRNPA1P18	100874400
SPATA2P1	
ARL2BPP3	646879
ARL2BPP4	100130265
ARL2BPP5	100874420
ARL2BPP6	100874421
ARL2BPP7	100131629
ARL2BPP8	100131784
ARL2BPP9	100421675
ARL2BPP10	100874449
RPL7L1P1	100129260
MIPEPP1	100533682
MIPEPP2	100130099
MIPEPP3	650794
TXNL1P1	100419095
NUDT21P1	100422467
MTND6P2	
MTND6P3	
MTND6P4	
MTND6P5	
MTND6P6	
MTND6P7	
MTND6P8	
MTND6P9	
MTND6P10	
MTND6P11	
MTND6P12	
MTND6P13	
MTND6P14	
MTND6P15	
MTND6P16	
MTND6P17	
MTND6P18	
MTND6P19	
MTND6P20	
RPL7L1P2	100420155
RPL7L1P3	100131964
RPL7L1P4	100130968
RPL7L1P5	390800
RPL7L1P6	100420201
RPL7L1P7	646641
RPL7L1P8	402152
RPL7L1P9	100128899
RPL7L1P10	
RPL7L1P11	347509
LGTN	100529141
EIF2AP1	
EIF2AP2	
EIF2AP3	
EIF2AP4	
HSPD1P22	100462984
PGCP1	441897
ATP5G1P3	646619
ATP5G1P4	100287755
ATP5G1P5	390424
ATP5G1P6	100505704
ATP5G1P7	100130962
ATP5G1P8	100288222
DYT22	
CHMP1AP1	646597
DUTP2	100873909
DUTP3	100861485
DUTP4	100873910
DUTP5	100873911
DUTP6	
DUTP7	100873913
DUTP8	
MIR100HG	399959
MIR497HG	100506755
MIR210HG	100506211
RNPS1P1	
CNN2P1	646467
CNN2P2	642888
CNN2P3	392343
CNN2P4	647507
CNN2P5	100133295
CNN2P6	339897
CNN2P7	391266
CNN2P8	205272
CNN2P9	441166
CNN2P10	646693
CNN2P11	100689296
HNRNPA1P19	100874402
HNRNPA1P20	344741
HNRNPA1P21	344697
HNRNPA1P22	729102
HNRNPA1P23	100130002
HNRNPA1P24	100874396
HNRNPA1P25	100131983
HNRNPA1P26	664722
HNRNPA1P27	664721
HNRNPA1P28	100288038
HNRNPA1P29	100421424
HNRNPA1P30	440125
HNRNPA1P31	100506925
SAA2-SAA4	100528017
NEDD8-MDP1	100528064
CST9LP1	128820
ZNF92P1Y	100419554
ZNF92P2	100419705
ZNF92P3	100419711
ABT1P1	100420695
METTL15P3	729650
METTL15P2	644915
GBP1P1	400759
CAPNS1P1	391053
PRKRIRP1	728748
UHRF2P1	260337
PRKRIRP2	100422711
PRKRIRP3	399774
PRKRIRP4	100129382
PRKRIRP5	100129074
PRKRIRP6	100128764
PRKRIRP8	645939
PRKRIRP9	100131309
PRKRIRP7	100422712
CENPIP1	100419337
MTCO2P3	
POLR3KP1	100289667
POLR3KP2	390811
MTCYBP3	
KRR1P1	100422486
RPS6P23	100130313
TCEAL4P1	
RBBP8P1	100420552
RBBP8P2	100420607
CHCHD2P1	100874506
CHCHD2P2	728324
CHCHD2P3	100128110
CHCHD2P4	100874507
CHCHD2P5	100874508
CHCHD2P6	645317
CHCHD2P7	100874509
CHCHD2P8	646630
CHCHD2P10	392221
BCAS2P1	100127960
BCAS2P2	100421045
BCAS2P3	100128339
SAMSN1-AS1	
PAXBP1-AS1	100506215
MTCO1P3	
PPP6R2P1	
NCSTNP1	
PSMA6P2	729412
PSMA6P3	
PSMA6P4	121906
SNX18P2	642952
SNX18P3	100418975
SNX18P4	100418976
SNX18P5	100418977
SNX18P6	100418978
SNX18P7	100418980
SNX18P8	100418981
SNX18P9	644576
SNX18P10	100419040
SNX18P11	100419043
SNX18P12	100419041
SNX18P13	100419042
SNX18P14	100418972
SNX18P15	100419019
SNX18P16	100419020
SNX18P17	100419024
SNX18P18	100419021
SNX18P19	100419022
SNX18P20	100419026
SNX18P21	100419025
SNX18P22	100419027
SNX18P23	
SNX18P24	100419004
SNX18P25	100419005
SNX18P26	100419038
SNX18P27	
SPATA20P1	
MSANTD2P1	100130310
MTND6P21	
TMEM97P1	
TMEM97P2	724059
RPSAP64	100873797
MTND5P1	
BTF3L4P1	100505945
BTF3L4P2	653189
BTF3L4P3	391040
BTF3L4P4	100506061
NEK4P1	100421718
NEK4P2	100421734
NEK4P3	100421728
RNGTTP1	100421428
GRAMD4P1	100631252
GRAMD4P2	100873881
BNIP3P2	100421754
BNIP3P3	100421736
BNIP3P4	100289028
BNIP3P5	100421724
BNIP3P6	100129777
ST6GALNAC4P1	
CALM2P4	643193
ATP8A2P1	100422505
ATP8A2P2	100533851
DDX39AP1	646164
SNRPFP2	
SNRPFP3	
SNRPFP4	
SPTLC1P1	
SPTLC1P2	
SPTLC1P3	
SPTLC1P4	
SPTLC1P5	
SMPD4P1	645280
SMPD4P2	441654
FAR1P1	100128011
GXYLT1P1	100101111
GXYLT1P2	441958
PEX12P1	121727
NPM1P22	390411
VDAC1P12	
MTCO3P2	
RLIMP1	
RLIMP2	
RLIMP3	645453
UBAC2-IT1~withdrawn	
TERF1P5	283523
ANKRD26P2	646929
ANKRD26P3	100101938
ANKRD26P4	100873882
MFAP1P1	646755
RBM22P2	100271871
RBM22P3	100128867
RBM22P4	100271870
RBM22P5	100133206
RBM22P6	644509
RBM22P7	
RBM22P8	100132407
RBM22P9	
RBM22P10	100132222
RBM22P11	100132115
RPS21P8	100873798
FGFR1OP2P1	
ANKRD20A10P	100421422
NXT1P1	100652801
PWWP2AP1	100129459
GYG1P2	647317
GYG1P3	645506
GYG1P1	100132965
GYG2P2	100418892
RIOK3P1	122145
FAM207BP	729535
LSP1P1	100463528
LSP1P2	
LSP1P3	729862
TCEB2P1	246717
TCEB2P2	253665
TCEB2P3	100856810
TCEB2P4	100874519
PRUNEP1	100129595
KATNBL1P1	100420919
FRY-AS1	100507099
LAMTOR3P1	100130119
LAMTOR3P2	
RGS17P1	100128628
FILIP1LP1~withdrawn	
SMARCE1P1	100271884
SMARCE1P2	442233
SMARCE1P3	401744
SMARCE1P5	400129
SMARCE1P4	642879
SMARCE1P6	646196
NAP1L4P3	730174
NAP1L4P2	
NAP1L4P1	728589
PRKRIRP10	100422715
ATP5F1P1	100422523
ATP5F1P2	645973
ATP5F1P3	644333
ATP5F1P4	100422514
ATP5F1P5	100128516
ATP5F1P6	645440
ATP5F1P7	124496
ZNF646P1	100419854
OPA8	
EHMT2-AS1	
C4B-AS1	
C4A-AS1	
MUC22	100507679
TAPSAR1	100507463
TRIM31-AS1	
HLA-DQB1-AS1	
MDC1-AS1	
C6orf47-AS1	
RPP40P1	
RPP40P2	100420608
DDX39B-AS1	
HNRNPA3P3	643689
HNRNPA3P4	389395
HNRNPA3P5	387933
ZDHHC20P3	
ZDHHC20P4	730239
PSMC1P2	442291
PSMC1P3	392100
PSMC1P4	345645
PSMC1P5	
PSMC1P6	643766
PSMC1P7	646085
PSMC1P8	390297
PSMC1P9	643668
PSMC1P10	388925
PSMC1P11	442153
PSMC1P12	644094
PSMC1P13	100422305
NT5CP3	100420457
LUC7L3P1	100420198
RABEPKP1	100421226
MARK2P1	100421501
MARK2P2	100421502
MARK2P3	100421507
MARK2P4	100421496
MARK2P5	100421485
MARK2P6	100421500
MARK2P7	100421531
MARK2P8	100421498
MARK2P9	100507674
MARK2P10	402679
MARK2P11	100421484
MARK2P12	100421565
MARK2P13	100631260
RBM26-AS1	100505538
HSPA8P2	100420133
SOX21-AS1	100507533
DNAJC3-AS1	100289274
AMMECR1LP1	100420921
FARP1-IT1~withdrawn	
RPL7L1P12	100420200
CCR12P	100133168
HCFC2P1	100419149
ARHGEF7-AS1	
LINC00481~withdrawn	
SALL4P1	100419717
SALL4P2	100130259
SALL4P3	100131046
SALL4P4	100419855
SALL4P5	100130785
SALL4P6	391530
SAPCD1-AS1	
MCF2L-AS1	100289410
GAS6-AS1	650669
LONRF2P1	100421827
LONRF2P2	100421799
FEM1AP2	390834
FEM1AP3	643859
FEM1AP4	729524
BCYRN1P3	654337
CNN2P12	100131550
SACS-AS1	100506680
IPO7P1	100129708
IPO7P2	100128337
C1QTNF9B-AS1	542767
WASF3-AS1	
SLC25A15P2	
SLC25A15P3	100422635
SLC25A15P4	100422636
SLC25A15P5	100422642
TARDBPP2	440142
COL4A2-AS2	100129836
RPL18AP17	
FAM206BP	390403
ATP6V1G1P7	100874514
CDKN2AIPNLP3	100874397
CDKN2AIPNLP1	391169
CDKN2AIPNLP2	100128579
MTND3P1	
RANP2	
RANP3	
RANP4	100130621
RANP5	100129428
RANP6	100128266
RANP7	
RANP8	100420519
RANP9	
KRT8P31	728167
KRT8P32	100289133
KRT8P33	100418737
KRT8P34	100418811
KRT8P35	100418747
KRT8P36	100418748
KRT8P37	100287325
KRT8P38	100418799
KRT8P39	100418781
KRT8P40	100418728
KRT8P41	283102
KRT8P42	100418750
KRT8P43	100289319
KRT8P44	100129958
KRT8P45	149501
KRT8P46	100418744
ZNF90P3	
ARF1P2	100420012
ARF1P3	442396
LMO7-IT1~withdrawn	
GPC5-AS1	
GPC5-AS2	
DCUN1D2-AS1~withdrawn	
DCUN1D2-AS	
RNU1-16P	100873860
ANKRD10-IT1	100505494
CLYBL-IT1~withdrawn	
CLYBL-AS1	
CLYBL-AS2	
SCEL-AS1	
PCDH9-AS2	
PCDH9-AS1	
CPB2-AS1	100509894
ZDHHC20-AS1~withdrawn	
ZDHHC20-IT1	
PCCA-AS1	
PPIAP28	390378
RPS7P10	100128060
NME1P1	
SPATA13-AS1	
C1QTNF9-AS1	
CLDN10-AS1	
NBEA-AS1~withdrawn	
GPC6-AS1	
GPC6-AS2	
ZMYM5-AS1~withdrawn	
LATS2-AS1	
MYO16-AS1	
MYO16-AS2	
DIAPH3-AS1	
DIAPH3-AS2	
GRTP1-AS1	
EZH2P1	266693
YRDCP1	100420501
YRDCP2	100128237
YRDCP3	
RNF6P1	100420924
RBMX2P1	100128341
RBMX2P2	100132808
RBMX2P3	100421047
RBMX2P4	
RBMX2P5	391804
TIMM9P1	
TIMM9P2	
TIMM9P3	
PAN3-AS1	100288730
SPG20OS	100507135
UGGT2-IT1~withdrawn	
STK24-AS1	
ZMYM2-IT1~withdrawn	
PCDH8P1	100133285
RASA3-IT1	
AKAP11-IT1~withdrawn	
CYP4F9P	100506916
LIMS3L	100288695
CYP4F10P	646575
CYP4F23P	100422238
CYP4F24P	388514
CYP4F27P	
CYP4F59P	100132340
CYP4F26P	
CYP4F25P	100288827
CYP4F45P	
CYP4F32P	
CYP4F33P	
CYP4F34P	100422247
CYP4F35P	284233
CYP4F31P	
CYP4F43P	646802
CYP4F44P	
KCNC4-AS1	
CFL1P7	100505919
CFL1P8	100873812
USP12-AS1	
USP12-AS2	
SMAD9-AS1	
FREM2-AS1	
SUCLA2-AS1	
DLEU7-AS1	
RNASEH2B-AS1	
CYP1D1P	100133307
CYP2C58P	
CYP2C23P	
CYP2C56P	
CYP2C61P	
CYP2C64P	
CYP2AB1P	647265
CYP2AC1P	
CKLF-CMTM1	100529251
FXYD6-FXYD2	100533181
MEF2BNB-MEF2B	4207
CYP4A26P	
SMARCA5-AS1	100128055
ABCA9-AS1	
ROPN1L-AS1	100505845
CNTN4-AS1	
CNTN4-AS2	
RBMS3-AS1	
RBMS3-AS2	
RBMS3-AS3	
RERG-AS1	
RERG-IT1	
STARD10-AS1~withdrawn	
ARAP1-AS1	
ARAP1-AS2	100506020
ARHGEF19-AS1	
EFCAB6-AS1	
ATP6V0CP2	
ATP6V0CP3	442211
ATP6V0CP4	
NBEAP2	100418881
NBEAP3	100418905
TRAF3IP2-AS1	643749
BACH1-IT1	
BACH1-IT2	
BACH1-AS1	
NBEAP4	100418897
NBEAP5	100418903
NBEAP6	100418904
ABHD11-AS2~withdrawn	
TAB3-AS2	
SHANK2-AS1	
SHANK2-AS2	
ANO1-AS1	
SEPT2P1	
SEPT10P1	389662
KRT127P	100418779
RNF223	401934
ZMYM6NB	100506144
IFITM10	402778
MANSC4	100287284
ANHX	647589
TEX22	647310
ANKRD63	100131244
UBAP1L	390595
RPS17L	100505503
SMIM5	643008
C16orf96	342346
SMIM6	100130933
C16orf95	100506581
LRRC3C	100505591
C18orf63	644041
PET100	100131801
LGALS16	148003
IGSF23	147710
C19orf81	342918
TMEM238	388564
GPR75-ASB3	100302652
TMEM239	100288797
PET117	100303755
TEKT4P2	100132288
SEC14L6	730005
C3orf80	401097
GMNC	647309
MCIDAS	345643
C5orf63	401207
AATK-AS1	388428
ABCC5-AS1	
POTEH-AS1	
XIAP-AS1	
ARHGEF3-AS1	100874200
ARSD-AS1	100506356
ATP1B3-AS1	
B4GALT4-AS1	
MAGI1-AS1	100873983
BSN-AS1	
MIS18A-AS1	
CA5B-AS1~withdrawn	
CACNA1C-AS4	
CACNA1C-AS3	
CACNA1C-AS2	
CACNA1C-AS1	
CARS-AS1	
CASK-AS1	
CCNT2-AS1	100129961
CHKB-AS1	100144603
CHL1-AS2	642891
CHL1-AS1	
CHRM3-AS1	
COL18A1-AS2	
COL4A2-AS1	
MED14-AS1	
VCAN-AS1	
DLG3-AS1	
DLX6-AS2	100873931
DMD-AS2~withdrawn	
DMD-AS3	
DPYD-AS1	
DPYD-AS2	
DSCAM-AS1	100506492
EGFR-AS1	100507500
EIF1AX-AS1	
EIF2B5-AS1	
ENO1-AS1	100505975
ETV5-AS1	
EVX1-AS	
F10-AS1	
FARP1-AS1	
FGF12-AS1	
FGF12-AS2	
FGF12-AS3	
FGF14-AS1	100874081
FLNB-AS1	100506906
MTOR-AS1	
FTCD-AS1	
ALDH1L1-AS1	
GK-AS1	
GPR50-AS1	100128688
GRM5-AS1	
GRM7-AS2	
GRM7-AS1	
GYG2-AS1	
HCFC1-AS1	
MNX1-AS2	
HOXA-AS4	100874323
HOXB-AS3	404266
HOXB-AS2	
HOXB-AS4	
HTR2A-AS1	
LINC00525	84847
IDH1-AS1	100507475
IGBP1-AS2	
IGBP1-AS1	
IGFBP7-AS1	255130
IL20RB-AS1	
IL21-AS1	
INHBA-AS1	285954
ITGB5-AS1	
ITIH4-AS1	
ITPKB-AS1	
JARID2-AS1	100506681
KCNAB1-AS2	
KCNAB1-AS1	
KCND3-AS1	
KCNQ5-AS2~withdrawn	
KCNQ5-AS1	
LARGE-AS1	100506195
LEF1-AS1	641518
LGALS8-AS1	100287902
LHFPL3-AS1	645591
LNX1-AS1	
LPP-AS1	
LSAMP-AS1	100506708
LINC00903	
LINC00901	100506724
MATN1-AS1	100129196
MCCC1-AS1	
MEIS1-AS3	730198
MEIS1-AS2	
MEIS1-AS1	
MFI2-AS1	100507057
MKLN1-AS	100506881
C3orf83	100129480
MME-AS1	
MORC1-AS1	100506506
MYLK-AS2	
NCBP2-AS1	
NDP-AS1	
NDUFB2-AS1	100134713
NHS-AS1	
FGD5-AS1	100652874
NUCB1-AS1	
OPA1-AS1	
OXCT1-AS1	
PCDH9-AS3	
PCDH9-AS4	
PCOLCE-AS1	100129845
PCYT1B-AS1	
PHEX-AS1	
PHKA1-AS1	100506671
PLCL2-AS1	
PLS1-AS1	
PPEF1-AS1	
PRKAG2-AS1	100505483
PRKAR2A-AS1	100506637
PRKX-AS1	
RAI1-AS1	
RPS6KA2-AS1	100861523
RRM1-AS1	
RUVBL1-AS1	
SIAH2-AS1	
KDM4A-AS1	100132774
SIX3-AS1	100506108
PRMT5-AS1	100505758
SLC6A1-AS1	
HLTF-AS1	
SYP-AS1	
TFAP2A-AS1	100130275
NKX2-1-AS1	100506237
SEC62-AS1	
TM4SF1-AS1	
TRPC5OS	100329135
TTC3-AS1	
UBE2E1-AS1	
UCHL1-AS1	
UGDH-AS1	
UPK1A-AS1	
VAV3-AS1	
EZR-AS1	
VIPR1-AS1	
VNN2-AS1~withdrawn	
BRWD1-AS1	
WNT5A-AS1	
ZFX-AS1	
ZNF197-AS1	
ZMYM4-AS1	
ADAMTS9-AS1	100507082
HUNK-AS1	
ZBTB20-AS1	100131117
BIRC6-AS1	
ATP11A-AS1	
ADIPOQ-AS1	100874095
ITCH-AS1	
DOCK9-AS1	
NLGN1-AS1	
XIRP2-AS1	
CACNA2D3-AS1	
LENG8-AS1	
ARHGEF7-AS2	
TLR8-AS1	349408
UBE2Q1-AS1	
OGFR-AS1	
LMLN-AS1	
NAV2-AS5	100874012
NAV2-AS4	399876
NAV2-AS3	
NAV2-AS2	
NAV2-AS1	
OCIAD1-AS1	
ELMO1-AS1	
OSBPL10-AS1	
SYNPR-AS1	
IGSF11-AS1	100506765
NREP-AS1	
ARPP21-AS1	
ARHGAP26-AS1	
SYNE1-AS1	100505475
LARS2-AS1	
ADAMTS19-AS1	
PVRL3-AS1	100506555
PDZRN3-AS1	
STEAP2-AS1	
LAMTOR5-AS1	
STARD7-AS1	285033
ST3GAL6-AS1	
NICN1-AS1	
NDFIP2-AS1	
KMT2E-AS1	100216545
EPN2-AS1	100874018
KLHL6-AS1	
MAGI2-AS1	
MAGI2-AS2	
MAGI2-AS3	100505881
MAST4-AS1	100506600
HDAC11-AS1	
HS6ST2-AS1	
STARD13-AS1~withdrawn	
STARD13-AS	100874241
TBC1D4-AS1	
DOCK4-AS1	100506413
LEPREL1-AS1	
ZMYND10-AS1	
IPO9-AS1	
SRGAP3-AS1	
SRGAP3-AS2	100507660
SRGAP3-AS3	100288831
SRGAP2-AS1	
PLSCR5-AS1	
USP30-AS1	100131733
TSTD3	100130890
RD3L	647286
ATG10-AS1	
PSPC1-AS1~withdrawn	
PRICKLE2-AS1	100652759
PRICKLE2-AS2	
PRICKLE2-AS3	
ZIC4-AS1	
WDFY2-AS1~withdrawn	
MTUS2-AS2	
MTUS2-AS1	
SLC9A9-AS1	
SLC9A9-AS2	
MID1IP1-AS1	
WDFY3-AS1	
TRPC7-AS1	
TRPC7-AS2	
DPP10-AS3	101927591
DPP10-AS2	
DPP10-AS1	389023
NCOA7-AS1	
GFOD1-AS1	
RAP2C-AS1	101928578
BTBD9-AS1	100505567
MLIP-AS1	
POU6F2-AS1	
FEZF1-AS1	154860
UFL1-AS1	
ARMC2-AS1	
OSGEPL1-AS1	
THAP7-AS1	439931
NAALADL2-AS3	
NAALADL2-AS2	
NAALADL2-AS1	
A2ML1-AS1	
MYCBP2-AS1	
MYCBP2-AS2	
TIPARP-AS1	100287227
DNAJB8-AS1	285224
CNOT10-AS1	
HTR3E-AS1	
WWTR1-AS1	100128025
ARMCX3-AS1	100128574
WWC2-AS1	
GLYCTK-AS1	
TRAPPC12-AS1	
ARHGEF26-AS1	100507524
STEAP3-AS1	
TPRG1-AS2	
SGOL1-AS1	
SMIM12-AS1~withdrawn	
TM4SF19-AS1	
CCDC39-AS1	
ATP13A4-AS1	
YEATS2-AS1	
WDR52-AS1	
TTC21B-AS1	100506134
TRMT2B-AS1	
TET2-AS1	
SIDT1-AS1	
AGBL5-AS1	
ZNF385D-AS1	
SPAG5-AS1	100506436
CCDC13-AS1	
NADK2-AS1	
PLCXD2-AS1	
RMDN2-AS1	
PRRT3-AS1	
XXYLT1-AS1	
XXYLT1-AS2	
TTLL10-AS1	100506376
RNF185-AS1	
EGFLAM-AS4	
EGFLAM-AS3	
EGFLAM-AS2	100506475
EGFLAM-AS1	
HYI-AS1	
SPIN4-AS1	
DDX26B-AS1	
WDR86-AS1	100131176
TCEAL3-AS1	
SPATA42	642864
STPG2-AS1	
ZNF630-AS1	
JAZF1-AS1	100128081
FRMPD4-AS1	
SZT2-AS1	
UBXN7-AS1	
DNM3OS	100628315
PLCH1-AS1	
PLCH1-AS2	
ARHGAP31-AS1	
WWC3-AS1	
FRMPD3-AS1	
TBL1XR1-AS1	
GCSAML-AS1	148824
CADM2-AS2	
CADM2-AS1	
THOC7-AS1	
OSTN-AS1	
PEX5L-AS1	
PEX5L-AS2	100505598
MACC1-AS1	
MPRIP-AS1	100874529
SNRK-AS1	
ALG13-AS1	
ATP13A5-AS1	
IQCF5-AS1	100129058
ANKRD33B-AS1	
IQCJ-SCHIP1-AS1	
AKT3-IT1	
ALMS1-IT1	
AMMECR1-IT1	
AOAH-IT1	
RHOA-IT1	
ATP2B2-IT1	
ATP2B2-IT2	
BRD2-IT1	
CACNA1C-IT1	
CACNA1C-IT2	
CACNA1C-IT3	
CDC42-IT1	
LYST-IT1~withdrawn	
LYST-AS1	
CLTC-IT1~withdrawn	
DISC1-IT1	
DPYD-IT1	
DSCAM-IT1	
DSCR4-IT1	
E2F3-IT1	
EIF2B5-IT1	
ENO1-IT1	
EYA3-IT1~withdrawn	
FMR1-IT1	
AFF2-IT1	
FOXP1-IT1	100506815
GK-IT1	
GPC5-IT1	
HAO2-IT1	
HLCS-IT1	
HTR2C-IT1~withdrawn	
HTR4-IT1	
ITPKB-IT1	100506443
KCND3-IT1	
KCNH1-IT1	
KCNJ6-IT1	
LINC01014	100874330
KCNQ5-IT1	100507381
KLF7-IT1	
KPNA3-IT1~withdrawn	
LARGE-IT1	
OPCML-IT2	
OPCML-IT1	
PROX1-IT1~withdrawn	
RASA2-IT1	
REV3L-IT1	
RPS6KA2-IT1	
ST6GAL2-IT1	
SLIT2-IT1	100505893
KDM5C-IT1	
SOS1-IT1	100505911
SYNJ2-IT1	
TCF7L1-IT1	
TGFA-IT1	
THRB-IT1	
TNR-IT1	
TSSC1-IT1	
WARS2-IT1	
ITCH-IT1	
ARHGEF9-IT1	
IMMP2L-IT1	
SMYD3-IT1	
ARID4B-IT1	
ARHGEF7-IT1	
ALG9-IT1	
OBSCN-IT2~withdrawn	
KIRREL-IT1	100505785
ULK4-IT1~withdrawn	
PLCB1-IT1	
STX18-IT1	
NAV2-IT1	
EMCN-IT3	
EMCN-IT2	
EMCN-IT1	
TRIM36-IT1	
ZNF346-IT1	
HM13-IT1	
ACAP2-IT1	
AGAP1-IT1	100506749
ARHGAP26-IT1	
DIP2A-IT1	
ERI3-IT1	
NEGR1-IT1	
ZNF638-IT1	100507113
NTM-IT1~withdrawn	
NTM-IT2~withdrawn	
NTM-IT	
RSF1-IT2	
RSF1-IT1	
ZNRF3-IT1	
ERRFI1-IT1~withdrawn	
EPN2-IT1	100874309
CAMTA1-IT1	
MAST4-IT1	
ASH1L-IT1	
LNX1-AS2	
STARD13-IT1	
SRGAP2-IT1~withdrawn	
ATG10-IT1	
FNDC1-IT1	
MLIP-IT1	
TSPAN9-IT1	
RNF216-IT1	
HECW1-IT1	100127950
UPP2-IT1	
WWTR1-IT1	
RABGAP1L-IT1	
HS1BP3-IT1	
ANKRD44-IT1	
KLHL22-IT1	
AGBL4-IT1	
ARHGEF38-IT1	
AGBL5-IT1	
FAR1-IT1	
TTLL7-IT1	
FBXO36-IT1	
SMIM2-IT1	100874377
ZBTB40-IT1	
DNM3-IT1	
SIK3-IT1	
RC3H1-IT1	
NCKAP5-IT1	
SNAP47-AS1	
FAM155A-IT1	
TMEM212-IT1	
ANKRD33B-IT1~withdrawn	
VWC2L-IT1	
SNX25P1	100419028
SNX19P4	100419047
SNX6P1	126506
SNX5P1	100131940
SNX5P2	728467
SNX2P1	100418968
SNX2P2	
SNX3P1X	
SNX3P1Y	
KLF3P1	651815
KLF3P2	100124394
KLF8P1	100128777
KLF17P1	100133321
POLD2P1	391811
A2ML1-AS2	
ERV18-1	100133791
ERVS71-1	
ERVS71-2	
MIR4753	100616224
MIR4464	100616109
MIR4756	100616225
MIR4659B	100616372
MIR4707	100616424
MIR2681	100616110
MIR4468	100616226
MIR4502	100616227
MIR4417	100616489
MIR4455	100616111
MIR4509-2	100616228
MIR4793	100616112
MIR4452	100616463
MIR4473	100616229
MIR4680	100616113
MIR4770	100616373
MIR4646	100616230
MIR4519	100616231
MIR4668	100616114
MIR4539	
MIR4528	
MIR4767	100616467
MIR4462	100616413
MIR378D1	100616201
MIR4459	100616233
MIR4780	100616447
MIR4454	100616234
MIR4457	100616235
MIR4438	100616375
MIR4469	100616115
MIR4748	100616425
MIR4669	100616236
MIR4634	100616202
MIR4648	100616116
MIR4640	100616237
MIR4653	100616117
MIR4492	100616376
MIR3529	100616238
MIR4742	100616468
MIR4486	100616118
MIR4705	100616239
MIR4803	100616377
MIR4496	100616240
MIR4697	100616119
MIR4717	100616241
MIR4734	100616203
